lng,lat,value,name
-97.135099,28.894945,90,RAYBURN_G1_2
-101.22708,32.911705,80,RDCAN_RDCNY1
-97.69124,26.477743,90,REDFISH_ALL
-98.177255,26.450616,80,REDGATE_ALL
-102.831362,30.894621,100,REROCK_ALL
-97.685136,30.58568,80,RHESS_1
-102.731278,30.988194,110,RIGGIN_UNIT1
-97.973631,29.593262,80,RIONOG_CT1
-97.210544,33.216328,80,RN_DEC_GSU0
-102.680928,32.04168,80,RN_ECEC_HOLT
-98.444769,29.271846,80,RN_OCI_ALAMO
-99.564551,31.228544,80,RN_RTS1
-97.370969,26.117081,90,RN_SR_WIND1
-101.479464,32.169353,80,RN_TOSBATT
-101.527459,35.214192,80,ROUTE66_RN
-101.406179,31.689029,80,RSK_RN
-99.666696,33.319707,80,SALVTION_GEN
-98.476409,28.70439,80,SAN_SANMIGG1
-97.613073,30.209943,80,SANDHSYD1_2
-97.535547,27.601384,120,SANTACRU_ALL
-94.989969,31.939768,80,SC2SES_UNIT1
-96.956716,31.475354,70,SCES_UNIT1
-95.743663,29.078007,70,SCLP_PUN1
-97.068063,30.565063,80,SDSES_PUN1
-98.37243,33.20315,80,SENATEWD_1
-101.360276,32.240606,80,SGM_SIGNALMT
-98.360133,33.536155,80,SHANNONW_RN
-97.521524,25.913547,90,SIL_SILAS_10
-102.291255,30.885117,70,SIRIUS_UNIT1
-95.039467,29.701202,80,SJS_SJS_G1
-96.571871,29.535312,80,SKY1
-95.130901,29.715364,70,SL_PUN1
-100.888395,34.987137,80,SLTFRK_UN1_2
-99.673936,33.061829,80,SOLARA_UNIT1
-101.37118100000001,34.147577,80,SPLAIN1_RN
-101.370029,34.083655,80,SPLAIN2_RN
-97.106452,33.197636,80,SPNC_SPNCE_4
-102.298526,31.23131,70,SPTX12B_RN
-95.059882,29.726801,70,SRB_SRB_G4
-101.592308,32.946879,80,SRWE1_UNIT1
-102.1834,35.22615,80,SSPURT_WIND1
-96.126661,33.170393,80,STEAM_ENG123
-96.0492,28.795135,70,STP_STP_G1
-100.211385,32.415988,80,STWF_T1
-102.12019600000001,31.084274,70,SW_M_SW_MESA
-101.838132,32.239915,80,SWEC_G1
-100.35102,32.340995,80,SWEETWN2_2_4
-100.322188,32.456486,80,SWEETWND_1
