lng,lat,value,name
-101.956368,32.752391,120,LAMESASLR_G
-99.508432,27.566927,120,LARDVFTN_G4
-103.523823,30.367505,1000,LASSO_GEN
-96.252773,31.423076,110,LEG_LEG_G1
-98.575478,29.351602,110,LEONLCPCT1_2
-94.743933,31.366025,120,LFBIO_UNIT1
-100.610184,31.095183,120,LGD_LANGFORD
-98.686627,31.847096,110,LGW_UNIT_ALL
-95.119736,29.831805,110,LHM_PUN1
-101.307401,34.345076,120,LHORN_N_U1_2
-96.546313,32.836693,130,LHSES_UNIT1
-99.542699,32.530972,120,LNCRK_ALL
-100.70936,32.506124,120,LONEWOLF_ALL
-95.589515,33.631386,130,LPCCS_CT11
-97.61333,26.27744,120,LV1A_LV1B
-98.612325,26.472989,120,LV3_RN
-98.517847,26.499807,120,LV5_UNIT1
-97.907464,30.39228,110,MAR_MARSFOG1
-98.256406,30.556606,110,MARBFA
-102.670416,34.677698,120,MARIAH_ALL
-101.280114,32.024824,120,MCDLD_FCSBW1
-96.936722,32.725505,130,MCSES_UNIT6
-97.054138,32.430879,70,MDANP_CT1_2
-101.683502,32.669103,120,MESQCRK_ALL
-100.915765,32.33599,120,MGSES_CT123
-100.633457,35.654473,120,MIAM1_G1_G2
-98.310089,32.658481,120,MIL_MILG1_2
-95.034015,29.667572,110,MIRAGE_G1
-98.396504,26.473188,110,MIRASOLE_GEN
-94.568499,32.259658,120,MLSES_UNIT1
-95.038249,33.090748,130,MNSES_UNIT1
-100.531169,32.994719,170,MOZART_WIND1
-100.972712,33.751761,150,MWEC_G1
-94.900664,31.832427,120,NACPW_UNIT1
-101.530192,31.766443,120,NBOHR_RN
-96.771099,28.511309,130,NCARBID_PUN1
-98.190107,26.340669,110,NED_NEDIN_G1
-97.420862,27.81989,50,NUE_NUECESG7
-102.796692,32.044332,160,NWF_NWF1
-102.326074,31.839086000000002,120,OECCS_CC1
-96.487141,31.182416,110,OGSES_1
-99.175851,34.082592,120,OKLA_OKLA_G1
-96.452393,33.067991,130,OLIN_OLING_1
-101.37874,32.106742,120,OWF_OWF
-97.590988,27.810305,110,OXY_PUN1
-96.615075,33.580987,130,PANDA_S_CT1
-97.31551,31.05634,110,PANDA_T1_CT1
-102.963513,31.585285,190,PB2SES_CT1
-101.469954,32.137619,120,PC_NORTH_1
-99.091855,28.92777,120,PEARSA_1_24
-97.599773,27.000141,120,PENA_ALL
-101.15380999999999,35.40226,120,PH1_UNIT1_2
-95.63046,29.483665,110,PNPI_GT2_RN
-95.25575,29.697751,110,PR_PR_G2
-95.111488,29.816829,110,PSA_PUN1
-100.728414,32.53232,120,PYR_PYRON1
-102.315635,31.84202,120,QALSW_ALL
-97.135099,28.894945,120,RAYBURN_G1_2
-101.22708,32.911705,120,RDCAN_RDCNY1
-97.69124,26.477743,120,REDFISH_ALL
-98.177255,26.450616,110,REDGATE_ALL
-102.831362,30.894621,250,REROCK_ALL
-97.685136,30.58568,110,RHESS_1
-102.731278,30.988194,500,RIGGIN_UNIT1
-97.973631,29.593262,110,RIONOG_CT1
-97.210544,33.216328,130,RN_DEC_GSU0
-102.680928,32.04168,130,RN_ECEC_HOLT
-98.444769,29.271846,110,RN_OCI_ALAMO
-99.564551,31.228544,110,RN_RTS1
-97.370969,26.117081,120,RN_SR_WIND1
-101.479464,32.169353,120,RN_TOSBATT
-101.527459,35.214192,120,ROUTE66_RN
-101.406179,31.689029,120,RSK_RN
-99.666696,33.319707,120,SALVTION_GEN
-98.476409,28.70439,110,SAN_SANMIGG1
-97.613073,30.209943,110,SANDHSYD1_2
-97.535547,27.601384,130,SANTACRU_ALL
-94.989969,31.939768,120,SC2SES_UNIT1
-96.956716,31.475354,100,SCES_UNIT1
-95.743663,29.078007,110,SCLP_PUN1
-97.068063,30.565063,110,SDSES_PUN1
-98.37243,33.20315,120,SENATEWD_1
-101.360276,32.240606,130,SGM_SIGNALMT
-98.360133,33.536155,120,SHANNONW_RN
-97.521524,25.913547,130,SIL_SILAS_10
-102.291255,30.885117,110,SIRIUS_UNIT1
-95.039467,29.701202,110,SJS_SJS_G1
-96.571871,29.535312,130,SKY1
-95.130901,29.715364,100,SL_PUN1
-100.888395,34.987137,120,SLTFRK_UN1_2
-99.673936,33.061829,120,SOLARA_UNIT1
-101.37118100000001,34.147577,120,SPLAIN1_RN
-101.370029,34.083655,120,SPLAIN2_RN
-97.106452,33.197636,150,SPNC_SPNCE_4
-102.298526,31.23131,110,SPTX12B_RN
-95.059882,29.726801,110,SRB_SRB_G1
-101.592308,32.946879,120,SRWE1_UNIT1
-102.1834,35.22615,120,SSPURT_WIND1
-96.126661,33.170393,130,STEAM_ENG123
-96.0492,28.795135,110,STP_STP_G1
-100.211385,32.415988,120,STWF_T1
-102.12019600000001,31.084274,110,SW_M_SW_MESA
-101.838132,32.239915,120,SWEC_G1
-100.35102,32.340995,120,SWEETWN2_2_4
-100.322188,32.456486,120,SWEETWND_1
-100.499177,32.303601,120,SWTWN4_WND45
-95.39812,29.703834,110,TC_PUN1
-97.407381,32.399635,100,TEN_CT1_STG
-94.620088,32.018188,120,TGCCS_ALL
-95.899124,29.263829,110,TGF_TGFGT
-97.542153,27.125187,120,TGW_T1_T2
-95.533039,29.942229,110,THW_1_CCU
-100.659161,32.440943,120,TKWSW_CHAMP
-100.67276,32.494611,120,TKWSW_ROSCOE
-96.695439,31.092056,110,TNP_TNP_O_1
-95.566827,33.724396,130,TNSKA_CCU
-100.220527,32.439597,120,TRENT_TRENT
-98.752121,33.395958,120,TRINITY_ALL
-96.101578,32.125833,110,TRSES_UNIT6
-100.256468,32.213737,110,TTWEC_G1
-94.943134,29.3787,110,TXCTY_CTA
-97.386761,33.722847,130,TYLRWIND_RN
-94.947715,29.37874,110,UCC_COG_PUN1
-99.386387,33.63333,120,VERTIGO_UN1
-97.009991,28.787301,120,VIC_VICTORG5
-96.833846,28.570746,130,VISTRON_PUN1
-96.318088,33.563556,130,VLSES_UNIT3
-100.992187,33.745055,120,WAKEWE_ALL
-95.635131,29.478021,110,WAP_WAPGT_1
-97.909898,33.059622,120,WCPP_CT1
-97.507208,30.235327,110,WEBBER_WS_T1
-101.132693,33.95036,140,WEC_WECG1
-98.592503,33.863559,120,WFCOGEN_13
-97.731919,32.333825,110,WHCCS_CT1_ST
-97.427082,33.719111,130,WHTTAIL_WR1
-96.987361,30.038281,110,WIPOPA_1_2
-98.338379,30.556077,100,WIR_WIRTZ_G1
-97.371158,31.866411,110,WND_WHITNEY
-98.522287,33.540457,120,WNDTS2_UNIT1
